skull,card_count,mean_appearance_count,total_appearance_count,total_acquired_count,mean_acquired_given_appearance_rate
1,18,30.5,549,143,0.2633307968505961
2,17,29.529411764705884,502,143,0.28697670039324913
3,17,31.823529411764707,541,280,0.5204820066387019

card_id,suit,rank,skull,appearance_count,player_reveal_count,ai_reveal_count,player_acquired_count,ai_acquired_count,unacquired_field_removal_count,overflow_removal_count,visibility_eviction_count,selected_as_1_card_count,selected_as_2_card_count,appearance_rate_per_game,player_reveal_rate_per_game,ai_reveal_rate_per_game,total_acquired_count,acquired_given_appearance_rate,appearance_minus_mean
58,5,ai,left,1,2,CQ|D6,1,S7,2,1
58,6,player,right,1,1,DJ,1,D9,3,1
59,2,ai,right,1,2,D5|SA,2,HK|S5,0,1
59,3,player,right,1,1,S4,1,D4,1,1
59,6,player,left,1,1,CK,1,H5,2,1
59,7,player,left,1,1,SK,1,C2,3,1
60,1,player,left,1,1,C7,1,DA,1,0
60,3,ai,right,1,2,D10|S5,0,,1,1
60,4,ai,right,1,1,D3,1,D4,1,2
60,5,player,left,1,1,H9,1,C9,2,2
60,7,ai,left,2,2,H10|C8,2,CQ|S9,2,3
61,3,player,right,1,1,CA,1,HA,1,0
61,6,ai,left,2,1,SJ,2,S8|D5,1,1
61,8,player,right,1,2,DQ|D8,0,,2,1
61,11,ai,right,1,2,S2|S10,0,,2,2
61,12,ai,right,1,1,S4,1,H4,2,3
62,1,ai,right,1,1,HQ,1,S7,0,1
62,3,ai,left,2,2,SQ|D7,2,H4|CJ,0,2
62,4,player,right,1,1,S4,1,D5,1,2
62,6,ai,left,1,2,D4|HA,0,,1,3
63,1,player,right,1,1,D2,1,C9,1,0
63,2,ai,left,1,1,H6,1,HK,1,1
63,8,player,left,2,2,S8|D6,1,C10,2,1
63,9,player,left,1,1,C7,1,DK,3,1
64,1,ai,right,1,1,C3,1,CJ,0,1
64,4,ai,right,1,1,H9,2,H10|C2,0,2
64,5,player,right,1,1,CK,1,SA,1,2
64,7,player,left,1,2,C8|H3,0,,2,2
64,8,player,right,1,1,SK,1,S5,3,2
65,2,player,right,1,2,C4|SA,0,,1,0
65,3,ai,left,1,1,H6,1,D4,1,1
65,4,ai,left,1,1,CA,1,HJ,1,2
65,7,ai,left,2,1,C3,1,C10,1,3
66,1,player,left,2,1,C10,1,SK,1,0
66,3,ai,left,1,2,C5|SQ,0,,1,1
66,6,ai,left,1,1,C3,1,S10,1,2
66,8,player,left,2,2,H5|S2,2,C9|S9,2,2
66,11,player,left,1,1,HQ,1,HJ,3,2
67,1,player,right,1,1,CK,1,H4,1,0
67,3,ai,right,1,2,D4|HA,0,,1,1
67,4,player,left,1,1,D2,1,H3,2,1
67,6,ai,right,1,2,S8|C8,0,,2,2
67,9,ai,right,1,1,H6,1,C9,2,3
68,1,player,right,2,1,C3,1,H7,1,0
68,3,ai,left,2,2,D8|C4,2,D5|S8,1,1
68,4,ai,left,1,1,D2,1,DQ,1,2
68,7,player,left,1,2,H3|C5,1,HA,2,2
68,8,ai,right,1,1,S6,1,DK,2,3
69,3,ai,left,2,1,H9,1,D3,0,1
69,4,ai,right,1,1,C10,1,D7,0,2
69,11,ai,right,1,2,S7|DQ,1,H2,0,3
70,2,ai,left,1,2,HK|C4,0,,0,1
70,4,player,left,1,2,D8|C5,0,,1,1
70,5,ai,left,2,1,HQ,1,S6,1,2
70,7,player,left,1,2,CQ|D10,0,,2,2
70,13,player,left,1,1,H9,1,D4,3,2
71,1,player,right,1,1,S3,1,SA,1,0
71,3,player,left,2,2,H2|SQ,2,C2|D7,2,0
71,5,ai,right,1,2,HA|C5,0,,2,1
71,8,ai,left,1,1,SJ,1,HJ,2,2
71,9,ai,right,2,1,C7,1,C3,2,3
72,1,ai,left,1,1,S4,1,DA,0,1
72,3,ai,left,1,2,C9|S9,0,,0,2
72,4,ai,left,1,1,C10,1,S7,0,3
73,4,ai,right,1,2,HJ|S5,0,,0,1
73,5,player,right,1,1,CK,1,S7,1,1
73,10,ai,right,1,2,DK|S9,1,D7,1,2
73,13,ai,right,1,1,D2,1,H4,1,3
74,1,ai,right,1,1,S6,1,S10,0,1
74,2,ai,left,1,1,C10,1,D5,0,2
74,3,ai,right,1,1,H7,1,H5,0,3
75,3,player,left,2,1,CK,1,S4,1,0
75,7,ai,right,2,2,DQ|S5,2,D8|D6,1,1
75,8,ai,left,1,1,D2,1,S2,1,2
75,9,player,right,2,1,S3,1,H7,2,2
75,10,ai,right,1,1,DJ,1,C8,2,3
76,4,ai,left,1,1,D3,1,C2,0,1
76,5,player,right,1,1,SJ,1,C5,1,1
76,6,ai,right,1,1,S6,1,H3,1,2
76,12,player,right,1,2,H5|DA,0,,2,2
76,13,ai,left,1,1,H9,1,S7,2,3
77,1,ai,right,1,1,S3,1,C9,0,1
77,3,ai,right,1,2,D6|H3,0,,0,2
77,4,ai,right,1,1,CA,1,C2,0,3
78,3,ai,left,1,1,H7,0,,0,1
78,4,ai,left,1,1,SJ,1,D5,0,2
78,6,ai,left,1,2,DA|H5,0,,0,3
79,1,ai,left,1,1,H7,1,SQ,0,1
79,2,player,left,1,1,SJ,1,H10,1,1
79,4,player,left,1,2,D7|S5,0,,2,1
79,5,ai,left,2,1,DJ,1,C7,2,2
79,8,ai,right,2,2,S8|S9,2,CQ|D9,2,3
80,2,ai,left,1,2,SA|H5,2,HK|H8,0,1
80,3,player,right,1,1,C10,1,D4,1,1
80,6,ai,left,1,1,SJ,1,D10,1,2
80,7,ai,right,1,1,S3,1,D9,1,3
81,1,ai,left,2,1,S3,1,DJ,0,1
81,3,player,right,1,2,H10|DQ,2,DA|H4,1,1
81,4,ai,left,1,1,S6,1,C8,1,2
81,5,player,left,1,1,C7,1,C4,2,2
81,7,player,left,1,2,C2|D9,0,,3,2
82,1,ai,left,2,1,CA,1,C7,0,1
82,2,player,right,1,1,DJ,1,CQ,1,1
82,4,ai,right,1,2,C8|H4,2,SQ|H10,1,2
82,6,player,left,2,2,H8|C4,2,S10|DA,2,2
82,7,player,left,1,1,SK,1,D6,3,2
83,2,ai,right,1,2,C5|H3,0,,0,1
83,3,player,left,1,1,HQ,1,D8,1,1
83,4,ai,right,1,1,C3,1,D7,1,2
83,5,player,right,1,1,D2,1,HA,2,2
83,7,ai,right,1,2,D4|S7,2,SA|C2,2,3
84,4,player,right,1,2,D8|D7,0,,1,0
84,6,player,left,1,2,CJ|HA,2,H10|S7,2,0
84,10,player,right,1,2,S8|H5,0,,3,0
85,1,player,left,1,1,SK,1,S9,1,0
85,3,ai,right,1,2,HJ|H4,0,,1,1
85,4,ai,left,1,1,D3,1,D9,1,2
85,5,ai,right,2,1,D2,1,C3,1,3
86,2,player,left,1,2,D5|S7,0,,1,0
86,6,player,right,1,2,C2|C8,2,D8|DA,2,0
86,12,ai,right,1,2,C4|CQ,0,,2,1
86,13,ai,right,1,1,S4,1,S5,2,2
86,17,player,left,1,2,H8|DQ,1,S9,3,2
87,2,player,right,1,2,D6|C9,2,H10|HA,1,0
87,3,ai,right,1,1,H7,1,DK,1,1
87,6,player,right,1,1,D2,1,S9,2,1
87,7,player,right,2,1,S4,1,CK,3,1
88,1,ai,right,1,1,SJ,1,S10,0,1
88,3,ai,left,1,2,DK|C6,0,,0,2
88,4,ai,right,1,1,D3,1,S8,0,3
89,1,player,left,2,1,HQ,1,S3,1,0
89,2,player,right,1,1,CA,1,D4,2,0
89,4,ai,right,1,2,HK|D7,0,,2,1
89,6,ai,right,1,2,CQ|HJ,2,HA|H3,2,2
89,11,ai,right,1,1,H7,1,D5,2,3
90,1,player,left,1,1,CK,1,D5,1,0
90,4,player,left,1,1,C3,1,C5,2,0
90,6,ai,left,1,2,D7|SA,0,,2,1
90,8,player,left,2,2,CJ|S2,2,C8|C9,3,1
91,1,player,right,1,1,SJ,1,H4,1,0
91,2,player,right,1,1,CA,1,D4,2,0
91,4,player,left,1,2,C8|CQ,0,,3,0
92,4,player,right,2,2,H4|DQ,2,S7|D5,1,0
92,5,ai,right,1,1,C10,1,H5,1,1
92,6,player,right,1,1,H6,1,D9,2,1
92,8,ai,left,1,2,DA|D10,2,H3|D8,2,2
92,10,player,right,1,2,C9|D7,0,,3,2
93,1,ai,right,2,1,D3,1,C3,0,1
93,5,player,left,1,2,S8|H5,0,,1,1
93,6,player,right,1,1,CA,1,S7,2,1
93,7,player,right,2,1,S4,1,H7,3,1
94,1,ai,left,1,1,CK,1,H4,0,1
94,2,player,right,2,1,S4,1,D3,1,1
94,3,player,left,1,1,C10,1,S2,2,1
94,4,ai,left,2,1,CA,1,C7,2,2
94,7,ai,left,1,1,SK,1,H2,2,3
95,1,player,right,1,1,SK,1,S7,1,0
95,3,ai,left,1,2,D5|SQ,0,,1,1
95,4,ai,left,1,1,S3,1,D4,1,2
95,7,player,right,1,1,D2,0,,2,2
95,9,ai,right,1,2,H2|HA,0,,2,3
96,1,ai,right,1,1,D3,1,D8,0,1
96,3,ai,right,1,2,C9|D5,0,,0,2
96,5,player,left,1,2,C8|DK,0,,1,2
96,6,ai,left,1,1,SK,1,S2,1,3
97,1,ai,left,1,1,C10,1,S9,0,1
97,2,player,left,1,1,H7,1,C4,1,1
97,3,player,left,1,1,H9,1,D10,2,1
97,4,player,left,1,1,CA,1,HK,3,1
98,1,ai,right,1,1,C3,1,D9,0,1
98,6,player,right,2,1,HQ,1,S3,1,1
98,8,ai,left,1,2,C6|DK,0,,1,2
98,9,player,left,1,1,DJ,1,CQ,2,2
98,13,player,right,2,2,HA|HJ,2,H3|C5,3,2
99,1,player,left,1,1,C3,1,DQ,1,0
99,2,ai,right,1,1,C10,1,C2,1,1
99,5,ai,left,1,1,CA,1,H8,1,2
99,7,ai,right,2,2,C9|CJ,2,H10|C4,1,3
100,1,ai,left,1,1,H6,1,C4,0,1
100,3,player,left,2,2,C9|CJ,2,D6|SQ,1,1
100,4,player,right,2,1,H9,1,H7,2,1
100,6,ai,left,1,2,HA|H5,0,,2,2
100,7,player,right,1,1,D3,1,C2,3,2

배치 파일 실행 시 나오는 화면 에서 파일을 합치고자 하는 주소를 붙여 넣을 시 실행됩니다.

